Index, PS Output(MW)
1869, 528.74
1870, 530.25
1871, 529.91
1872, 532.44
1873, 531.15
1874, 529.68
1875, 527.81
1876, 531.17
1877, 530.55
1878, 529.33
1879, 529.34
1880, 528.26
1881, 531.29
1882, 531.03
1883, 528.6
1884, 530.78
1885, 527.21
1886, 527.12
1887, 530.14
1888, 527.36
1889, 527.97
1890, 525.67
1891, 524.79
1892, 523.75
1893, 522.56
1894, 521.7
1895, 520.81
1896, 517.95
1897, 516.5
1898, 510.46
1899, 511.34
1900, 511.5
1901, 510.44
1902, 511.0
1903, 511.14
1904, 512.67
1905, 516.09
1906, 517.34
1907, 521.11
1908, 522.63
1909, 523.16
1910, 523.02
1911, 523.88
1912, 524.4
1913, 524.04
1914, 526.54
1915, 524.97
1916, 525.43
1917, 526.71
1918, 528.79
1919, 528.78
1920, 525.78
1921, 524.75
1922, 523.56
1923, 523.58
1924, 523.35
1925, 523.57
1926, 523.94
1927, 524.0
1928, 523.95
1929, 523.46
1930, 523.24
1931, 523.13
1932, 523.22
1933, 523.12
1934, 523.04
1935, 523.59
1936, 523.85
1937, 523.91
1938, 522.81
1939, 523.13
1940, 523.38
1941, 522.28
1942, 520.31
1943, 520.89
1944, 523.19
1945, 522.7
1946, 523.41
1947, 523.07
1948, 523.8
1949, 524.11
1950, 524.64
1951, 527.44
1952, 525.83
1953, 523.85
1954, 524.62
1955, 525.23
1956, 521.5
1957, 520.17
1958, 514.73
1959, 516.07
1960, 514.98
1961, 512.97
1962, 512.83
1963, 513.18
1964, 511.83
1965, 512.81
1966, 509.25
1967, 508.27
1968, 507.93
1969, 510.89
1970, 514.21
1971, 516.95
1972, 517.88
1973, 520.41
1974, 514.81
1975, 505.17
1976, 505.0
1977, 506.84
1978, 507.8
1979, 508.28
1980, 507.55
1981, 505.84
1982, 502.3
1983, 491.18
1984, 479.98
1985, 475.22
1986, 472.14
1987, 471.1
1988, 470.14
1989, 460.32
1990, 447.46
1991, 439.39
1992, 438.48
1993, 436.43
1994, 438.22
1995, 433.15
1996, 433.12
1997, 433.4
1998, 437.68
1999, 435.58
2000, 436.13
2001, 436.35
2002, 439.37
2003, 443.85
2004, 453.07
2005, 465.98
2006, 473.49
2007, 476.64
2008, 489.87
2009, 499.86
2010, 509.81
2011, 511.64
2012, 514.9
2013, 515.96
2014, 519.71
2015, 520.07
2016, 521.38
2017, 521.11
2018, 520.23
2019, 523.1
2020, 522.56
2021, 520.35
2022, 519.28
2023, 517.19
2024, 514.44
2025, 514.73
2026, 515.37
2027, 517.13
2028, 522.31
2029, 524.11
2030, 526.97
2031, 526.96
2032, 527.28
2033, 527.03
2034, 526.96
2035, 526.64
2036, 528.56
2037, 526.79
2038, 526.58
2039, 526.37
2040, 526.49
2041, 526.71
2042, 526.64
2043, 526.45
2044, 527.0
2045, 527.35
2046, 528.61
2047, 528.37
2048, 529.22
2049, 528.91
2050, 527.67
2051, 528.49
2052, 530.13
2053, 527.33
2054, 527.9
2055, 527.16
2056, 525.89
2057, 526.73
2058, 525.03
2059, 526.0
2060, 524.96
2061, 524.94
2062, 524.95
2063, 525.06
2064, 517.83
2065, 519.32
2066, 520.49
2067, 523.51
2068, 524.8
2069, 524.81
2070, 525.56
2071, 525.37
2072, 526.16
2073, 526.22
2074, 526.22
2075, 525.86
2076, 525.84
2077, 525.23
2078, 525.15
2079, 524.72
2080, 525.54
2081, 525.25
2082, 524.54
2083, 524.46
2084, 524.34
2085, 522.36
2086, 521.99
2087, 520.36
2088, 523.06
2089, 523.12
2090, 524.35
2091, 524.39
2092, 524.52
2093, 524.88
2094, 526.05
2095, 526.62
2096, 527.32
2097, 528.9
2098, 528.61
2099, 529.48
2100, 529.21
2101, 534.22
2102, 528.66
2103, 526.91
2104, 528.35
2105, 527.12
2106, 527.58
2107, 528.3
2108, 526.77
2109, 526.37
2110, 526.55
2111, 527.06
2112, 527.53
2113, 528.98
2114, 527.98
2115, 528.28
2116, 531.55
2117, 535.47
2118, 535.0
2119, 531.48
2120, 532.88
2121, 530.48
2122, 532.87
2123, 531.08
2124, 527.52
2125, 519.22
2126, 508.05
2127, 498.16
2128, 495.15
2129, 486.45
2130, 483.96
2131, 482.0
2132, 480.49
2133, 479.39
2134, 479.59
2135, 477.36
2136, 476.72
2137, 475.72
2138, 477.44
2139, 476.79
2140, 476.78
2141, 476.57
2142, 475.05
2143, 475.65
2144, 476.17
2145, 477.68
2146, 476.55
2147, 476.88
2148, 477.14
2149, 473.93
2150, 478.47
2151, 479.33
2152, 486.76
2153, 499.57
2154, 504.29
2155, 504.85
2156, 509.01
2157, 509.48
2158, 509.54
2159, 509.5
2160, 508.91
2161, 509.27
2162, 511.33
2163, 511.76
2164, 511.26
2165, 509.85
2166, 508.32
2167, 507.82
2168, 506.22
2169, 504.54
2170, 506.06
2171, 504.98
2172, 505.14
2173, 504.74
2174, 504.39
2175, 506.32
2176, 505.87
2177, 506.8
2178, 500.07
2179, 492.66
2180, 486.59
2181, 485.83
2182, 489.12
2183, 487.1
2184, 485.65
2185, 489.32
2186, 486.17
2187, 488.09
2188, 488.33
2189, 499.79
2190, 501.55
2191, 503.07
2192, 502.14
2193, 501.0
2194, 500.73
2195, 502.55
2196, 504.65
2197, 504.22
2198, 504.69
2199, 506.74
2200, 508.0
2201, 510.24
2202, 510.54
2203, 508.49
2204, 501.26
2205, 487.32
2206, 477.1
2207, 472.95
2208, 469.38
2209, 467.71
2210, 464.95
2211, 462.63
2212, 462.29
2213, 454.53
2214, 442.55
2215, 432.76
2216, 426.92
2217, 424.65
2218, 420.1
2219, 417.76
2220, 419.52
2221, 418.74
2222, 417.13
2223, 416.75
2224, 419.97
2225, 418.97
2226, 419.06
2227, 419.05
2228, 416.71
2229, 417.36
2230, 416.4
2231, 415.95
2232, 415.34
2233, 414.19
2234, 413.22
2235, 412.71
2236, 411.55
2237, 412.72
2238, 409.19
2239, 411.91
2240, 411.66
2241, 411.89
2242, 411.69
2243, 411.35
2244, 409.51
2245, 412.44
2246, 410.75
2247, 410.54
2248, 412.62
2249, 411.22
2250, 407.82
2251, 408.68
2252, 410.2
2253, 411.14
2254, 412.17
2255, 411.17
2256, 411.23
2257, 409.03
2258, 410.2
2259, 410.15
2260, 411.25
2261, 408.79
2262, 410.51
2263, 409.74
2264, 409.7
2265, 411.11
2266, 412.02
2267, 412.39
2268, 411.19
2269, 409.64
2270, 411.69
2271, 410.81
2272, 412.87
2273, 412.84
2274, 413.87
2275, 414.09
2276, 413.67
2277, 413.85
2278, 414.58
2279, 415.4
2280, 418.29
2281, 415.38
2282, 412.95
2283, 416.71
2284, 418.79
2285, 417.24
2286, 417.51
2287, 417.02
2288, 416.92
2289, 416.99
2290, 417.44
2291, 416.02
2292, 415.84
2293, 415.68
2294, 413.29
2295, 411.76
2296, 412.34
2297, 413.78
2298, 412.23
2299, 413.56
2300, 412.21
2301, 411.74
2302, 412.3
2303, 412.58
2304, 413.52
2305, 413.03
2306, 412.35
2307, 412.51
2308, 412.35
2309, 411.04
2310, 411.55
2311, 411.77
2312, 410.72
2313, 412.6
2314, 411.6
2315, 411.01
2316, 410.91
2317, 412.42
2318, 413.47
2319, 411.84
2320, 411.47
2321, 410.43
2322, 406.65
2323, 404.39
2324, 402.64
2325, 402.53
2326, 399.62
2327, 400.78
2328, 401.7
2329, 403.41
2330, 404.1
2331, 408.52
2332, 412.67
2333, 425.45
2334, 440.66
2335, 446.38
2336, 451.38
2337, 459.44
2338, 472.26
2339, 477.43
2340, 477.1
2341, 480.07
2342, 485.54
2343, 489.67
2344, 493.77
2345, 493.61
2346, 495.45
2347, 496.07
2348, 496.51
2349, 498.83
2350, 498.78
2351, 498.42
2352, 497.65
2353, 498.42
2354, 499.13
2355, 498.23
2356, 498.67
2357, 499.69
2358, 499.23
2359, 499.52
2360, 497.68
2361, 495.37
2362, 494.94
2363, 493.55
2364, 494.73
2365, 497.25
2366, 495.11
2367, 494.23
2368, 494.23
2369, 493.48
2370, 490.56
2371, 479.71
2372, 468.14
2373, 466.29
2374, 464.79
2375, 462.58
2376, 457.66
2377, 451.9
2378, 441.39
2379, 431.67
2380, 425.96
2381, 427.04
2382, 424.44
2383, 424.04
2384, 424.81
2385, 429.29
2386, 426.51
2387, 422.94
2388, 417.94
2389, 417.23
2390, 419.37
2391, 418.07
2392, 419.49
2393, 419.85
2394, 418.14
2395, 418.81
2396, 418.3
2397, 420.81
2398, 421.41
2399, 420.96
2400, 420.22
2401, 420.85
2402, 420.61
2403, 419.65
2404, 419.06
2405, 418.85
2406, 418.48
2407, 422.72
2408, 418.71
2409, 417.94
2410, 416.16
2411, 415.91
2412, 415.93
2413, 415.09
2414, 413.19
2415, 410.3
2416, 410.03
2417, 409.73
2418, 409.2
2419, 408.82
2420, 408.07
2421, 406.81
2422, 406.12
2423, 404.8
2424, 403.29
2425, 404.08
2426, 404.41
2427, 403.67
2428, 401.54
2429, 399.34
2430, 396.21
2431, 394.4
2432, 391.03
2433, 389.42
2434, 387.83
2435, 385.18
2436, 376.09
2437, 363.77
2438, 352.65
2439, 343.56
2440, 336.59
2441, 332.35
2442, 327.55
2443, 316.94
2444, 303.94
2445, 296.23
2446, 297.96
2447, 295.78
2448, 294.48
2449, 294.55
2450, 296.17
2451, 294.95
2452, 295.29
2453, 293.71
2454, 294.14
2455, 295.95
2456, 300.23
2457, 297.48
2458, 294.96
2459, 296.42
2460, 295.24
2461, 295.54
2462, 294.62
2463, 295.83
2464, 297.32
2465, 297.45
2466, 297.57
2467, 296.89
2468, 295.78
2469, 296.98
2470, 296.58
2471, 296.8
2472, 298.45
2473, 301.84
2474, 301.65
2475, 300.73
2476, 303.18
2477, 301.23
2478, 297.77
2479, 297.06
2480, 296.85
2481, 297.29
2482, 302.68
2483, 302.77
2484, 303.18
2485, 299.98
2486, 297.83
2487, 298.03
2488, 295.92
2489, 296.19
2490, 296.63
2491, 296.85
2492, 296.26
2493, 295.23
2494, 294.8
2495, 296.6
2496, 297.9
2497, 298.4
2498, 298.6
2499, 299.08
2500, 298.4
2501, 297.66
2502, 303.13
2503, 308.31
2504, 308.82
2505, 306.73
2506, 306.07
2507, 307.3
2508, 304.87
2509, 304.46
2510, 303.63
2511, 303.58
2512, 301.83
2513, 302.05
2514, 300.66
2515, 298.78
2516, 296.92
2517, 296.22
2518, 296.23
2519, 297.52
2520, 296.58
2521, 297.29
2522, 297.03
2523, 301.01
2524, 303.43
2525, 307.98
2526, 307.82
2527, 307.04
2528, 305.03
2529, 303.64
2530, 303.01
2531, 301.61
2532, 300.51
2533, 299.16
2534, 297.97
2535, 296.85
2536, 295.94
2537, 295.17
2538, 293.39
2539, 293.42
2540, 293.35
2541, 292.71
2542, 293.12
2543, 293.69
2544, 292.96
2545, 291.29
2546, 292.94
2547, 293.67
2548, 292.45
2549, 292.78
2550, 292.04
2551, 291.78
2552, 292.17
2553, 292.42
2554, 291.73
2555, 292.14
2556, 289.76
2557, 290.88
2558, 291.4
2559, 289.62
2560, 288.84
2561, 287.15
2562, 289.65
2563, 288.52
2564, 284.98
2565, 284.22
2566, 285.71
2567, 286.19
2568, 287.18
2569, 287.47
2570, 289.27
2571, 289.76
2572, 289.74
2573, 290.0
2574, 289.39
2575, 291.59
2576, 292.09
2577, 291.68
2578, 292.28
2579, 292.32
2580, 292.29
2581, 293.12
2582, 292.37
2583, 293.11
2584, 291.76
2585, 291.38
2586, 293.51
2587, 292.8
2588, 292.86
2589, 292.57
2590, 291.83
2591, 292.59
2592, 291.7
2593, 289.9
2594, 289.54
2595, 290.35
2596, 289.54
2597, 288.2
2598, 287.21
2599, 288.29
2600, 287.67
2601, 288.76
2602, 288.64
2603, 288.32
2604, 289.46
2605, 289.68
2606, 289.75
2607, 288.97
2608, 287.06
2609, 287.96
2610, 289.22
2611, 289.64
2612, 289.15
2613, 289.28
2614, 290.31
2615, 290.29
2616, 290.16
2617, 290.4
2618, 290.39
2619, 289.23
2620, 290.84
2621, 290.28
2622, 290.56
2623, 291.02
2624, 291.9
2625, 292.36
2626, 292.3
2627, 291.92
2628, 292.08
2629, 292.68
2630, 291.85
2631, 292.02
2632, 293.76
2633, 293.11
2634, 293.02
2635, 292.18
2636, 292.4
2637, 293.23
2638, 294.32
2639, 293.85
2640, 293.86
2641, 294.63
2642, 293.69
2643, 292.81
2644, 293.25
2645, 292.28
2646, 292.53
2647, 293.08
2648, 292.72
2649, 292.04
2650, 291.7
2651, 291.42
2652, 291.89
2653, 292.06
2654, 291.47
2655, 291.31
2656, 290.6
2657, 290.9
2658, 289.91
2659, 289.1
2660, 290.07
2661, 289.45
2662, 288.56
2663, 288.6
2664, 287.81
2665, 287.55
2666, 285.88
2667, 285.72
2668, 285.22
2669, 284.54
2670, 284.73
2671, 283.0
2672, 281.97
2673, 283.92
2674, 283.36
2675, 282.55
2676, 282.47
2677, 282.99
2678, 281.69
2679, 281.85
2680, 280.7
2681, 280.47
2682, 280.94
2683, 281.03
2684, 280.75
2685, 280.8
2686, 281.21
2687, 282.0
2688, 284.42
2689, 284.59
2690, 285.97
2691, 286.81
2692, 289.12
2693, 289.55
2694, 290.15
2695, 289.93
2696, 290.76
2697, 291.82
2698, 293.41
2699, 292.74
2700, 293.96
2701, 294.94
2702, 296.45
2703, 293.58
2704, 292.25
2705, 292.73
2706, 293.34
2707, 291.75
2708, 291.9
2709, 291.23
2710, 291.74
2711, 292.16
2712, 293.14
2713, 295.54
2714, 294.7
2715, 294.91
2716, 294.46
2717, 294.51
2718, 292.59
2719, 293.37
2720, 294.17
2721, 295.9
2722, 299.87
2723, 306.56
2724, 310.6
2725, 311.96
2726, 311.06
2727, 308.43
2728, 308.87
2729, 307.74
2730, 309.48
2731, 309.04
2732, 307.07
2733, 307.48
2734, 309.86
2735, 309.43
2736, 309.58
2737, 310.44
2738, 311.28
2739, 312.57
2740, 313.21
2741, 312.93
2742, 315.87
2743, 315.35
2744, 317.76
2745, 316.84
2746, 317.75
2747, 319.67
2748, 316.17
2749, 317.8
2750, 317.85
2751, 317.29
2752, 317.25
2753, 318.4
2754, 317.88
2755, 318.35
2756, 320.52
2757, 322.14
2758, 321.03
2759, 321.39
2760, 320.13
2761, 318.9
2762, 318.42
2763, 317.57
2764, 316.85
2765, 316.18
2766, 313.81
2767, 313.64
2768, 312.39
2769, 310.74
2770, 310.69
2771, 308.83
2772, 308.75
2773, 306.92
2774, 305.01
2775, 303.68
2776, 302.07
2777, 302.86
2778, 299.7
2779, 296.13
2780, 295.76
2781, 293.12
2782, 292.22
2783, 292.53
2784, 290.43
2785, 289.24
2786, 286.62
2787, 286.9
2788, 288.67
2789, 287.93
2790, 286.95
2791, 286.95
2792, 287.59
2793, 286.73
2794, 287.5
2795, 287.74
2796, 285.23
2797, 284.6
2798, 283.8
2799, 285.81
2800, 286.42
2801, 285.35
2802, 286.36
2803, 290.48
2804, 289.93
2805, 290.26
2806, 289.33
2807, 289.48
2808, 287.74
2809, 284.39
2810, 284.18
2811, 284.8
2812, 287.39
2813, 287.74
2814, 286.45
2815, 286.78
2816, 287.47
2817, 286.67
2818, 285.7
2819, 282.94
2820, 282.32
2821, 282.59
2822, 281.49
2823, 281.01
2824, 281.69
2825, 281.26
2826, 280.19
2827, 279.46
2828, 278.47
2829, 280.18
2830, 278.12
2831, 278.75
2832, 278.56
2833, 278.11
2834, 278.5
2835, 278.75
2836, 277.8
2837, 278.6
2838, 278.83
2839, 278.62
2840, 278.87
2841, 279.94
2842, 280.44
2843, 280.5
2844, 282.01
2845, 282.25
2846, 283.97
2847, 285.91
2848, 288.59
2849, 291.16
2850, 291.35
2851, 291.25
2852, 291.88
2853, 291.29
2854, 292.36
2855, 292.42
2856, 291.1
2857, 291.79
2858, 292.22
2859, 292.41
2860, 291.84
2861, 291.36
2862, 292.66
2863, 292.83
2864, 293.82
2865, 292.34
2866, 290.8
2867, 292.12
2868, 292.27
2869, 291.35
2870, 290.67
2871, 290.51
2872, 290.64
2873, 291.03
2874, 291.72
2875, 291.75
2876, 290.91
2877, 290.54
2878, 291.3
2879, 291.17
2880, 290.93
2881, 290.8
2882, 290.29
2883, 290.74
2884, 289.5
2885, 290.95
2886, 290.0
2887, 289.2
2888, 289.58
2889, 291.29
2890, 290.37
2891, 290.02
2892, 290.01
2893, 289.2
2894, 289.41
2895, 288.7
2896, 288.37
2897, 287.9
2898, 287.43
2899, 288.25
2900, 289.82
2901, 290.58
2902, 292.15
2903, 293.03
2904, 294.97
2905, 296.65
2906, 297.81
2907, 299.44
2908, 299.48
2909, 299.22
2910, 299.69
2911, 301.05
2912, 314.31
2913, 313.38
2914, 315.6
2915, 317.38
2916, 320.87
2917, 343.91
2918, 352.08
2919, 354.19
2920, 365.42
2921, 372.89
2922, 375.26
2923, 378.2
2924, 397.39
2925, 417.2
2926, 415.67
2927, 417.46
2928, 417.27
2929, 417.69
2930, 415.65
2931, 415.17
2932, 413.73
2933, 413.73
2934, 414.19
2935, 415.07
2936, 415.37
2937, 415.05
2938, 413.77
2939, 413.75
2940, 413.79
2941, 414.13
2942, 415.24
2943, 414.53
2944, 414.01
2945, 413.57
2946, 414.47
2947, 417.86
2948, 423.11
2949, 428.53
2950, 435.19
2951, 439.47
2952, 441.42
2953, 440.23
2954, 440.88
2955, 441.87
2956, 441.85
2957, 441.69
2958, 440.74
2959, 440.23
2960, 440.41
2961, 440.12
2962, 440.02
2963, 439.94
2964, 439.34
2965, 439.47
2966, 439.59
2967, 441.25
2968, 440.01
2969, 440.84
2970, 441.78
2971, 440.52
2972, 440.31
2973, 440.1
2974, 439.74
2975, 437.2
2976, 436.73
2977, 437.59
2978, 437.84
2979, 438.97
2980, 438.4
2981, 439.43
2982, 440.2
2983, 439.03
2984, 436.34
2985, 437.64
2986, 436.18
2987, 435.58
2988, 432.77
2989, 432.6
2990, 433.49
2991, 434.05
2992, 434.8
2993, 436.26
2994, 437.28
2995, 438.01
2996, 438.12
2997, 437.61
2998, 438.69
2999, 438.84
3000, 440.1
3001, 439.52
3002, 439.76
3003, 439.41
3004, 440.35
3005, 440.57
3006, 441.84
3007, 441.45
3008, 442.05
3009, 442.57
3010, 444.63
3011, 446.84
3012, 449.74
3013, 448.95
3014, 448.15
3015, 448.26
3016, 447.57
3017, 447.55
3018, 445.04
3019, 445.13
3020, 446.18
3021, 444.96
3022, 444.57
3023, 445.88
3024, 447.21
3025, 452.82
3026, 452.46
3027, 453.8
3028, 452.44
3029, 450.91
3030, 451.37
3031, 449.97
3032, 451.69
3033, 449.97
3034, 450.64
3035, 450.05
3036, 449.81
3037, 451.68
3038, 450.36
3039, 450.84
3040, 450.4
3041, 450.26
3042, 450.76
3043, 451.43
3044, 452.71
3045, 454.17
3046, 457.62
3047, 457.57
3048, 456.78
3049, 456.26
3050, 458.12
3051, 457.01
3052, 459.77
3053, 458.35
3054, 457.09
3055, 459.06
3056, 459.17
3057, 458.02
3058, 460.39
3059, 461.21
3060, 462.61
3061, 461.92
3062, 461.41
3063, 459.9
3064, 460.74
3065, 462.31
3066, 461.85
3067, 461.99
3068, 460.7
3069, 459.59
3070, 459.02
3071, 459.32
3072, 457.12
3073, 459.22
3074, 459.48
3075, 463.49
3076, 462.06
3077, 459.61
3078, 457.37
3079, 456.18
3080, 455.19
3081, 454.02
3082, 457.45
3083, 456.43
3084, 454.19
3085, 454.56
3086, 451.74
3087, 452.95
3088, 454.17
3089, 452.27
3090, 451.59
3091, 449.67
3092, 450.24
3093, 449.7
3094, 449.5
3095, 449.62
3096, 450.8
3097, 450.87
3098, 451.72
3099, 451.04
3100, 460.02
3101, 469.1
3102, 469.81
3103, 469.69
3104, 473.89
3105, 474.74
3106, 479.98
3107, 475.13
3108, 475.39
3109, 475.55
3110, 470.07
3111, 466.22
3112, 465.82
3113, 465.6
3114, 465.69
3115, 465.34
3116, 464.36
3117, 462.11
3118, 460.77
3119, 458.81
3120, 457.4
3121, 457.48
3122, 451.77
3123, 445.78
3124, 441.04
3125, 442.65
3126, 444.89
3127, 441.06
3128, 439.37
3129, 424.67
3130, 422.14
3131, 420.04
3132, 418.84
3133, 416.74
3134, 415.05
3135, 413.45
3136, 409.47
3137, 399.37
3138, 398.37
3139, 395.31
3140, 379.16
3141, 375.85
3142, 367.85
3143, 346.96
3144, 343.26
3145, 340.93
3146, 338.76
3147, 331.29
3148, 309.54
3149, 301.64
3150, 301.47
3151, 305.35
3152, 304.71
3153, 301.64
3154, 298.23
3155, 297.0
3156, 298.61
3157, 301.74
3158, 302.86
3159, 302.7
3160, 301.6
3161, 303.04
3162, 303.21
3163, 302.38
3164, 303.28
3165, 302.67
3166, 303.71
3167, 302.91
3168, 303.59
3169, 302.91
3170, 303.19
3171, 302.36
3172, 301.91
3173, 302.26
3174, 302.25
3175, 303.5
3176, 303.4
3177, 303.82
3178, 301.79
3179, 301.33
3180, 300.76
3181, 298.92
3182, 299.22
3183, 298.56
3184, 297.78
3185, 297.96
3186, 295.66
3187, 294.76
3188, 295.25
3189, 296.4
3190, 295.75
3191, 293.83
3192, 294.14
3193, 294.28
3194, 293.33
3195, 294.48
3196, 294.37
3197, 294.78
3198, 293.9
3199, 293.91
3200, 293.64
3201, 295.28
3202, 294.6
3203, 293.7
3204, 292.93
3205, 293.33
3206, 294.94
3207, 294.52
3208, 294.21
3209, 293.1
3210, 293.05
3211, 293.98
3212, 294.35
3213, 293.48
3214, 292.79
3215, 292.13
3216, 292.73
3217, 292.02
3218, 292.4
3219, 291.47
3220, 291.71
3221, 290.63
3222, 292.32
3223, 292.42
3224, 291.93
3225, 291.8
3226, 292.02
3227, 291.91
3228, 292.2
3229, 292.88
3230, 293.04
3231, 293.28
3232, 293.72
3233, 293.27
3234, 292.57
3235, 292.58
3236, 290.98
3237, 293.37
3238, 292.02
3239, 292.05
3240, 290.29
3241, 289.25
3242, 288.11
3243, 288.51
3244, 288.0
3245, 288.82
3246, 289.11
3247, 289.37
3248, 290.11
3249, 290.53
3250, 291.27
3251, 292.15
3252, 292.37
3253, 292.26
3254, 291.89
3255, 292.25
3256, 292.76
3257, 293.38
3258, 293.76
3259, 292.97
3260, 294.03
3261, 293.89
3262, 294.42
3263, 295.38
3264, 294.58
3265, 295.21
3266, 295.72
3267, 295.15
3268, 296.99
3269, 297.07
3270, 298.85
3271, 296.73
3272, 297.5
3273, 296.83
3274, 295.97
3275, 296.12
3276, 296.41
3277, 295.69
3278, 296.55
3279, 296.39
3280, 296.39
3281, 295.84
3282, 295.77
3283, 296.55
3284, 297.37
3285, 298.33
3286, 300.77
3287, 299.74
3288, 299.78
3289, 298.94
3290, 297.46
3291, 297.49
3292, 299.62
3293, 303.23
3294, 300.32
3295, 299.59
3296, 297.95
3297, 295.0
3298, 293.97
3299, 292.48
3300, 291.6
3301, 290.69
3302, 291.68
3303, 291.68
3304, 290.43
3305, 288.22
3306, 288.12
3307, 289.01
3308, 288.89
3309, 287.69
3310, 287.11
3311, 286.96
3312, 288.9
3313, 286.17
3314, 285.0
3315, 282.71
3316, 283.65
3317, 285.09
3318, 283.66
3319, 286.85
3320, 287.19
3321, 287.61
3322, 289.23
3323, 287.7
3324, 288.94
3325, 291.33
3326, 290.49
3327, 291.58
3328, 289.98
3329, 291.21
3330, 293.67
3331, 293.41
3332, 291.58
3333, 292.19
3334, 292.54
3335, 292.04
3336, 292.39
3337, 293.73
3338, 291.7
3339, 291.06
3340, 292.56
3341, 292.08
3342, 293.16
3343, 292.4
3344, 292.62
3345, 292.25
3346, 291.76
3347, 291.13
3348, 291.47
3349, 290.46
3350, 292.11
3351, 291.28
3352, 289.36
3353, 290.4
3354, 290.94
3355, 291.36
3356, 291.82
3357, 291.76
3358, 290.67
3359, 290.34
3360, 291.65
3361, 291.34
3362, 291.45
3363, 291.08
3364, 288.88
3365, 286.68
3366, 285.15
3367, 286.77
3368, 287.4
3369, 289.26
3370, 290.83
3371, 292.17
3372, 293.06
3373, 292.05
3374, 291.62
3375, 291.82
3376, 292.12
3377, 290.92
3378, 290.31
3379, 291.27
3380, 291.94
3381, 294.48
3382, 298.58
3383, 288.29
3384, 288.12
3385, 289.6
3386, 290.96
3387, 293.23
3388, 294.12
3389, 295.75
3390, 296.01
3391, 294.94
3392, 296.29
3393, 298.13
3394, 297.85
3395, 300.97
3396, 298.3
3397, 296.83
3398, 294.73
3399, 294.08
3400, 294.14
3401, 292.78
3402, 292.74
3403, 294.58
3404, 297.94
3405, 305.24
3406, 292.43
3407, 293.44
3408, 294.17
3409, 295.54
3410, 296.56
3411, 297.45
3412, 300.42
3413, 303.01
3414, 299.46
3415, 296.99
3416, 300.36
3417, 303.6
3418, 298.75
3419, 297.11
3420, 295.28
3421, 294.64
3422, 296.16
3423, 297.29
3424, 296.68
3425, 295.11
3426, 295.76
3427, 298.86
3428, 299.8
3429, 299.66
3430, 301.27
3431, 299.73
3432, 300.94
3433, 299.84
3434, 300.43
3435, 297.24
3436, 296.76
3437, 298.06
3438, 295.93
3439, 298.32
3440, 296.91
3441, 296.09
3442, 295.4
3443, 294.78
3444, 294.19
3445, 294.96
3446, 292.77
3447, 290.94
3448, 287.56
3449, 294.53
3450, 294.19
3451, 293.62
3452, 294.35
3453, 294.83
3454, 292.62
3455, 293.1
3456, 293.75
3457, 292.86
3458, 292.98
3459, 293.75
3460, 293.42
3461, 292.5
3462, 291.89
3463, 292.28
3464, 294.22
3465, 293.75
3466, 293.83
3467, 291.87
3468, 293.71
3469, 293.03
3470, 290.9
3471, 286.73
3472, 287.32
3473, 287.42
3474, 284.61
3475, 283.7
3476, 285.98
3477, 285.85
3478, 288.46
3479, 289.17
3480, 290.21
3481, 291.42
3482, 292.68
3483, 293.06
3484, 293.0
3485, 293.6
3486, 293.25
3487, 295.98
3488, 293.94
3489, 293.09
3490, 289.02
3491, 283.67
3492, 294.57
3493, 294.69
3494, 294.02
3495, 293.81
3496, 291.65
3497, 285.89
3498, 286.64
3499, 295.26
3500, 293.63
3501, 292.42
3502, 294.1
3503, 293.47
3504, 292.4
3505, 290.61
3506, 292.3
3507, 293.92
3508, 293.92
3509, 294.8
3510, 293.27
3511, 291.89
3512, 292.55
3513, 291.14
3514, 287.57
3515, 288.4
3516, 290.67
3517, 292.53
3518, 293.56
3519, 294.74
3520, 295.19
3521, 296.02
3522, 297.71
3523, 300.66
3524, 301.51
3525, 302.18
3526, 300.54
3527, 302.76
3528, 297.89
3529, 296.35
3530, 293.48
3531, 289.68
3532, 283.02
3533, 292.26
3534, 294.5
3535, 293.46
3536, 291.13
3537, 292.44
3538, 294.44
3539, 290.54
3540, 292.35
3541, 297.71
3542, 300.99
3543, 299.78
3544, 300.26
3545, 297.07
3546, 295.48
3547, 294.88
3548, 294.93
3549, 293.55
3550, 294.07
3551, 293.17
3552, 286.11
3553, 293.67
3554, 293.61
3555, 291.46
3556, 289.71
3557, 287.48
3558, 293.05
3559, 291.62
3560, 291.27
3561, 292.22
3562, 295.52
3563, 294.88
3564, 292.45
3565, 288.48
3566, 294.07
3567, 295.47
3568, 295.82
3569, 295.84
3570, 301.4
3571, 301.34
3572, 300.68
3573, 300.81
